MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2_Emissions
2018,CHEVROLET,SILVERADO eASSIST,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.4,10,11.8,24,278
2018,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294
2018,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18,16,296
2018,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307
2018,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15,10.7,13.1,22,307
2018,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21,15,18.3,15,309
2018,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.6,11.6,13.8,20,324
2018,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16,11.7,14.1,20,331
2018,CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13,22,304
2018,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184
2018,CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174
2018,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.3,7,8.3,34,193
2018,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.2,6.8,8.1,35,190
2018,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184
2018,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174
2018,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.3,7,8.3,34,193
2018,CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,6.8,8.1,35,190
2018,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167
2018,CHEVROLET,SPARK,SUBCOMPACT,1.4,4,M5,X,8,6,7.1,40,166
2018,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
2018,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
2018,CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285
2018,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313
2018,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312
2018,CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.3,15.7,19.3,15,321
2018,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
2018,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13,22,305
2018,CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,19.8,13.9,17.2,16,285
2018,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
2018,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
2018,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18,16,299
2018,CHEVROLET,TAHOE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325
2018,CHEVROLET,TRAVERSE,SUV - STANDARD,2,4,A9,Z,11.7,9,10.5,27,246
2018,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,AS9,X,12.9,8.7,11,26,258
2018,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,AS9,X,13.7,9.4,11.8,24,276
2018,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194
2018,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,34,194
2018,CHEVROLET,TRAX 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,7.8,8.9,32,210
2018,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
2018,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
2018,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234
2018,CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
2018,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
2018,CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,259
2018,CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249
2018,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
2018,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
2018,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
2018,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
2018,DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
2018,DODGE,CHALLENGER GT AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6,A8,E,17.6,12,15,19,248
2018,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
2018,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
2018,DODGE,CHALLENGER SRT DEMON,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2018,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2018,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
2018,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271
2018,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271
2018,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.9,12.7,16.1,18,268
2018,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
2018,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
2018,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,17.1,10.6,14.2,20,234
2018,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
2018,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
2018,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
2018,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
2018,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
2018,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16,10.1,13.3,21,312
2018,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
2018,DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2018,DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
2018,DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
2018,DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
2018,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276
2018,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274
2018,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
2018,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284
2018,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274
2018,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10,12.4,23,292
2018,FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187
2018,FIAT,124 SPIDER,TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36,185
2018,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221
2018,FIAT,500X,SUV - SMALL,1.4,4,M6,X,9.5,7.1,8.4,34,197
2018,FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.7,7.8,9.4,30,220
2018,FIAT,500X AWD,SUV - SMALL,2.4,4,A9,X,11,8,9.7,29,226
2018,FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.7,6.2,5.9,48,138
2018,FORD,ECOSPORT,SUV - SMALL,1,3,AS6,X,8.6,8.1,8.4,34,195
2018,FORD,ECOSPORT AWD,SUV - SMALL,2,4,AS6,X,10.2,8,9.3,30,217
2018,FORD,EDGE,SUV - SMALL,2,4,AS6,X,11.5,8,9.9,29,233
2018,FORD,EDGE (Start/Stop),SUV - SMALL,2,4,AS6,X,11.3,8,9.9,29,231
2018,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.5,9.1,11.5,25,270
2018,FORD,EDGE AWD,SUV - SMALL,2,4,AS6,X,11.9,8.7,10.5,27,246
2018,FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,X,13.8,9.8,12,24,282
2018,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,14.2,10.2,12.4,23,291
2018,FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214
2018,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
2018,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,E,15.2,10.9,13.3,21,219
2018,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226
2018,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.5,8.8,10.3,27,241
2018,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291
2018,FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.2,13.2,21,311
2018,FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,X,12.6,8.6,10.8,26,254
2018,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.8,12.1,23,283
2018,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,13,16.2,17,269
2018,FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,X,13.1,9.2,11.4,25,267
2018,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13,22,305
2018,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299
2018,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.3,17.3,16,288
2018,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,11.9,9,10.6,27,249
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12,9.4,10.8,26,253
2018,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.3,9.4,11,26,258
2018,FORD,F-150,PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8,9.5,30,256
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,10.8,8.4,9.7,29,260
2018,FORD,F-150,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.4,11,26,259
2018,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.3,10.9,26,257
2018,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.8,12.7,14.9,19,248
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263
2018,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.4,9.8,11.2,25,263
2018,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.8,12.7,14.9,19,248
2018,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.1,12,24,282
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288
2018,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.7,11.2,12.5,23,293
2018,FORD,F-150,PICKUP TRUCK - STANDARD,5,8,AS10,X,14.1,10.4,12.4,23,292
2018,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,X,13.9,10.2,12.2,23,286
2018,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,E,20.2,14,17.4,16,288
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.2,13.1,22,308
2018,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.2,13.1,22,307
2018,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.2,14,17.4,16,288
2018,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.8,13.8,20,324
2018,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.8,13.8,20,323
2018,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14,17.4,16,288
2018,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.6,9.8,11.3,25,265
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277
2018,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,9.8,11.6,24,272
2018,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26,288
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,11.8,9.3,10.7,26,288
2018,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.2,8.4,9.9,29,266
2018,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13,10.3,11.8,24,277
2018,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,273
2018,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.7,15.8,18,263
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291
2018,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291
2018,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.7,15.8,18,262
2018,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,12.6,22,295
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.4,10.6,12.7,22,297
2018,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.5,11.2,13,22,305
2018,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,14.6,10.9,13,22,304
2018,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11,13.3,21,311
2018,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16,300
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.7,11.8,13.8,20,324
2018,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11.8,13.8,20,324
2018,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,15.6,18,16,300
2018,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.7,12.4,14.2,20,334
2018,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,16.1,12.4,14.5,19,339
2018,FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,21.4,17.2,19.5,14,325
2018,FORD,F-150 RAPTOR 4WD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
2018,FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,179
2018,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.7,7.8,36,182
2018,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,9,7.1,8.2,34,192
2018,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,14.7,10.2,12.7,22,298
2018,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
2018,FORD,FLEX AWD GTDI,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322
2018,FORD,FOCUS,COMPACT,1,3,AS6,X,8.5,6.2,7.5,38,176
2018,FORD,FOCUS,COMPACT,1,3,M6,X,7.9,5.9,7,40,164
2018,FORD,FOCUS,COMPACT,2,4,AM6,X,8.9,6.1,7.7,37,179
2018,FORD,FOCUS,COMPACT,2,4,AS6,X,9.8,7,8.5,33,200
2018,FORD,FOCUS,COMPACT,2,4,M5,X,9.5,6.9,8.3,34,196
2018,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Z,12.2,9,10.8,26,252
2018,FORD,FOCUS ST,MID-SIZE,2,4,M6,X,10.5,7.8,9.3,30,219
2018,FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,203
2018,FORD,FUSION,MID-SIZE,2,4,AS6,X,11.2,7.6,9.6,29,225
2018,FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.4,9.5,30,223
2018,FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,11.8,8.2,10.2,28,238
2018,FORD,FUSION AWD,MID-SIZE,2.7,6,AS6,X,13.8,9.1,11.8,24,277
2018,FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.5,5.6,5.6,50,131
2018,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,20.4,13.1,17.1,17,403
2018,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS10,X,11,7.4,9.4,30,219
2018,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.1,10.1,28,236
2018,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11,7.7,9.5,30,222
2018,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240
2018,FORD,MUSTANG,SUBCOMPACT,5,8,AS10,X,15.1,9.3,12.5,23,291
2018,FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.5,9.5,12.8,22,300
2018,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,X,11.8,8.2,10.2,28,238
2018,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240
2018,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS10,X,15.5,10,13.1,22,305
2018,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341
2018,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,X,16.2,12.8,14.7,19,345
2018,FORD,T-150 WAGON,VAN - PASSENGER,3.7,6,AS6,X,16.8,13.1,15.1,19,354
2018,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,13.1,8.7,11.1,25,260
2018,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17.6,11.7,15,19,249
2018,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10,12.5,23,294
2018,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
2018,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.4,16.3,17,271
2018,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.7,10.4,27,244
2018,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.2,11.9,14.3,20,234
2018,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.3,8.8,10.7,26,251
2018,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.8,12.1,14.7,19,241
2018,GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
2018,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276
